Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,mobile_uses
8,58,No,6,1,50,2
1,69,No,7,0,40,2
9,96,No,6,9,94,0
5,97,Yes,9,5,84,1
4,73,Yes,4,3,59,2
6,53,No,9,2,39,3
6,61,Yes,6,1,49,2
2,83,Yes,4,1,59,2
8,56,No,9,3,49,2
7,99,No,7,0,89,1
1,98,Yes,5,5,73,1
5,54,Yes,9,9,40,2
6,89,No,8,4,79,1
4,87,No,6,9,74,1
2,71,Yes,8,8,49,2
4,52,Yes,5,1,35,3
1,60,Yes,7,8,39,3
7,88,No,9,8,83,1
2,79,Yes,7,9,56,2
2,72,Yes,5,8,46,2
9,96,Yes,8,9,95,0
5,97,Yes,9,9,86,1
2,66,Yes,6,3,39,3
9,74,Yes,4,4,70,1
9,55,No,7,7,51,2
1,67,No,5,7,41,2
3,73,No,9,0,53,2
4,86,Yes,8,9,71,1
7,40,No,6,0,31,3
4,80,Yes,8,9,63,2
2,87,Yes,6,5,61,2
7,70,Yes,9,6,65,2
6,75,Yes,4,1,63,2
3,83,Yes,4,1,63,2
6,72,No,5,4,58,2
6,72,No,5,8,62,2
5,78,No,6,4,61,2
4,57,Yes,6,7,40,2
1,62,No,6,7,39,3
6,99,Yes,6,4,89,1
2,62,No,9,7,40,2
3,54,No,9,7,35,3
8,65,No,4,4,55,2
6,69,No,5,4,60,2
3,64,No,5,3,45,2
7,84,No,7,0,76,1
4,55,Yes,5,8,38,3
9,78,Yes,5,1,73,1
5,87,Yes,8,0,72,1
3,84,Yes,8,5,68,2
2,53,Yes,7,4,27,3
2,56,No,6,0,33,3
3,51,Yes,7,6,28,3
2,68,Yes,7,6,46,2
4,71,Yes,4,2,52,2
2,95,Yes,9,7,72,1
9,63,Yes,5,5,58,2
2,91,Yes,4,3,69,2
9,52,Yes,9,9,54,2
6,95,Yes,5,9,85,1
1,59,Yes,7,9,33,3
4,54,No,5,2,33,3
1,95,Yes,6,0,67,2
6,92,Yes,6,1,80,1
4,43,No,7,1,25,3
3,93,No,8,4,76,1
3,73,Yes,6,3,53,2
9,67,Yes,7,1,63,2
6,89,Yes,4,8,75,1
9,41,No,8,6,38,3
5,96,Yes,6,7,79,1
2,86,No,7,7,63,2
8,69,No,7,1,60,2
5,65,No,4,4,49,2
2,90,No,4,2,66,2
4,86,No,8,9,71,1
9,65,Yes,9,8,66,2
4,59,Yes,6,8,41,2
4,81,No,7,5,67,2
2,67,No,8,3,46,2
6,95,No,8,7,86,1
2,59,No,4,4,37,3
7,50,Yes,7,2,42,2
3,97,No,5,7,77,1
3,49,No,9,5,32,3
5,62,Yes,9,4,47,2
3,76,Yes,4,0,54,2
2,80,Yes,7,2,60,2
9,91,Yes,8,6,89,1
2,58,No,9,2,34,3
2,84,No,8,0,59,2
8,57,No,6,7,52,2
9,88,No,5,6,84,1
7,66,No,4,4,57,2
3,45,No,9,9,30,3
9,49,No,6,4,47,2
3,41,No,6,5,15,3
5,63,No,5,6,49,2
9,77,Yes,4,2,74,1
3,67,No,4,3,45,2
7,67,Yes,8,0,61,2
1,92,Yes,4,6,67,2
4,84,Yes,6,9,64,2
4,89,Yes,8,1,73,1
7,78,No,4,6,68,2
8,41,Yes,5,5,33,3
1,85,Yes,6,3,60,2
5,44,No,7,1,30,3
7,89,Yes,5,6,82,1
4,50,No,5,6,33,3
4,49,No,4,4,28,3
4,82,No,8,8,64,2
6,98,No,8,2,88,1
7,41,Yes,6,8,35,3
2,54,No,4,4,30,3
5,78,Yes,8,1,60,2
4,80,Yes,9,8,66,2
3,76,No,7,0,52,2
7,46,Yes,9,0,39,3
6,59,No,4,6,45,2
7,73,Yes,4,2,64,2
5,74,Yes,8,7,66,2
6,73,Yes,5,6,61,2
5,92,Yes,4,6,76,1
7,61,No,5,0,49,2
2,70,No,6,0,43,2
5,62,Yes,6,1,45,2
6,58,Yes,8,1,49,2
6,43,Yes,6,4,27,3
5,63,Yes,9,8,50,2
7,59,No,9,6,52,2
8,78,Yes,9,1,72,1
7,67,Yes,8,4,62,2
5,93,Yes,8,4,80,1
1,78,No,9,7,53,2
5,56,Yes,5,8,42,2
2,58,No,9,7,37,3
5,93,No,5,1,77,1
5,87,Yes,6,3,73,1
2,74,Yes,5,1,46,2
5,71,Yes,4,5,54,2
4,86,No,7,3,70,1
1,85,No,4,6,60,2
3,86,Yes,4,1,67,2
1,85,No,8,8,58,2
5,78,Yes,7,4,63,2
4,96,Yes,8,0,83,1
7,74,Yes,5,2,64,2
5,69,Yes,9,3,57,2
4,56,Yes,5,2,45,2
2,81,Yes,7,5,61,2
4,86,No,6,5,68,2
2,68,No,5,9,45,2
8,45,No,4,6,39,3
3,99,Yes,7,8,77,1
9,56,Yes,7,9,55,2
4,56,Yes,5,8,38,3
6,53,No,5,6,40,2
5,63,Yes,8,0,49,2
1,96,No,8,2,74,1
9,89,Yes,4,4,86,1
1,96,No,7,9,72,1
8,76,Yes,6,5,72,1
9,79,Yes,6,5,77,1
9,78,No,7,4,76,1
1,94,No,4,5,67,2
2,71,No,8,8,52,2
1,75,Yes,8,0,52,2
2,89,No,8,0,67,2
8,76,No,6,8,66,2
5,87,Yes,6,7,74,1
7,53,Yes,4,8,40,2
2,66,No,6,6,44,2
8,98,Yes,5,9,97,0
6,58,No,6,5,48,2
8,70,No,8,8,65,2
1,85,No,4,1,57,2
1,48,Yes,7,3,19,3
7,77,No,7,1,68,2
8,56,No,4,5,48,2
3,58,Yes,5,0,34,3
5,83,No,7,6,67,2
1,43,No,8,6,15,3
7,87,No,7,6,83,1
5,96,Yes,7,3,83,1
8,50,No,8,7,46,2
8,61,Yes,6,4,57,2
9,43,Yes,5,1,42,2
7,56,No,8,4,51,2
1,47,No,8,9,24,3
3,85,Yes,9,8,64,2
8,98,No,4,9,94,0
3,73,No,5,0,50,2
8,50,Yes,6,1,41,2
1,70,No,9,9,45,2
5,50,No,8,7,37,3
4,95,Yes,9,4,75,1
5,93,No,6,8,80,1
8,95,Yes,9,5,94,0
4,77,Yes,9,7,62,2
4,92,No,9,0,73,1
3,60,Yes,8,8,43,2
7,85,No,8,8,78,1
3,69,No,4,2,51,2
3,49,Yes,7,0,24,3
5,65,Yes,5,7,46,2
5,66,Yes,4,7,51,2
6,47,Yes,6,8,35,3
8,78,Yes,9,5,75,1
6,47,Yes,8,8,38,3
1,99,No,9,9,79,1
8,47,No,8,8,42,2
8,94,Yes,5,3,89,1
9,73,No,4,4,66,2
9,98,Yes,4,5,100,0
2,55,Yes,6,5,34,3
2,80,No,4,9,59,2
3,52,No,4,1,28,3
1,62,Yes,7,3,39,3
4,51,Yes,5,8,36,3
4,66,Yes,9,6,52,2
9,61,No,4,8,57,2
9,71,Yes,6,5,66,2
9,96,Yes,9,6,95,0
7,88,No,8,8,79,1
2,66,No,4,3,42,2
5,41,No,4,8,23,3
4,84,Yes,9,2,67,2
8,72,Yes,8,7,64,2
2,65,No,7,2,43,2
6,67,Yes,5,2,56,2
5,58,Yes,7,2,43,2
2,82,No,6,8,55,2
1,44,No,9,9,16,3
8,72,Yes,4,2,65,2
2,59,No,7,5,38,3
7,69,No,5,3,57,2
9,84,Yes,6,1,83,1
9,47,Yes,7,2,47,2
8,77,Yes,4,4,71,1
9,56,Yes,5,9,56,2
2,83,Yes,4,3,57,2
6,40,Yes,4,4,23,3
4,42,No,6,0,27,3
4,85,No,5,3,65,2
5,65,No,8,9,54,2
3,70,Yes,4,2,50,2
1,47,Yes,5,1,23,3
8,82,Yes,4,6,77,1
5,98,Yes,7,9,83,1
3,85,Yes,7,8,66,2
7,47,No,5,0,38,3
7,74,Yes,6,6,65,2
1,78,No,8,0,54,2
9,67,Yes,7,4,65,2
2,90,No,6,0,68,2
5,43,No,8,2,31,3
5,96,No,7,7,83,1
8,55,No,8,3,49,2
8,52,No,9,0,45,2
7,59,No,4,0,46,2
7,90,No,5,7,85,1
6,44,Yes,7,7,33,3
6,94,Yes,7,3,83,1
9,76,No,4,3,71,1
6,59,Yes,7,9,49,2
2,63,Yes,7,1,39,3
2,75,No,9,1,51,2
5,73,Yes,7,5,57,2
4,97,No,7,7,81,1
2,84,Yes,7,6,65,2
3,87,No,6,6,66,2
7,93,Yes,7,2,86,1
8,73,No,4,1,66,2
6,58,Yes,9,9,50,2
5,56,Yes,7,6,46,2
1,44,Yes,8,3,20,3
8,64,No,9,0,58,2
3,57,No,9,0,38,3
6,99,Yes,8,3,91,0
3,94,Yes,4,4,77,1
7,92,No,6,4,83,1
7,89,Yes,4,0,79,1
9,47,Yes,6,2,50,2
5,66,No,5,5,51,2
8,54,No,8,9,49,2
8,84,Yes,9,6,79,1
1,52,No,9,0,26,3
5,55,Yes,9,7,42,2
3,61,Yes,8,3,42,2
1,59,No,8,8,35,3
4,52,Yes,6,5,31,3
8,59,No,9,0,50,2
3,41,No,4,1,18,3
2,74,Yes,6,2,50,2
9,86,No,9,1,82,1
5,94,Yes,8,9,78,1
7,58,No,8,6,53,2
2,84,Yes,8,0,65,2
9,76,No,9,8,76,1
9,97,Yes,8,1,94,0
4,93,Yes,5,3,79,1
4,45,No,8,7,27,3
6,53,Yes,9,2,43,2
6,43,Yes,6,8,30,3
1,61,Yes,8,6,37,3
9,90,Yes,7,9,90,0
2,94,Yes,5,2,68,2
5,78,Yes,9,2,64,2
9,75,No,8,4,73,1
4,73,No,7,4,53,2
3,66,No,9,9,46,2
7,46,No,6,4,37,3
6,42,Yes,5,8,29,3
8,86,Yes,8,8,80,1
3,72,No,6,5,52,2
5,41,Yes,9,6,29,3
4,81,No,7,9,70,1
4,55,Yes,9,7,40,2
4,64,Yes,9,8,49,2
8,99,No,5,5,92,0
6,54,Yes,8,7,46,2
3,63,No,6,1,42,2
5,54,No,5,9,41,2
6,70,No,7,7,60,2
5,53,Yes,8,1,41,2
6,93,Yes,5,7,83,1
8,53,No,7,1,43,2
7,45,Yes,7,2,36,3
5,53,No,6,6,38,3
6,56,No,9,8,47,2
4,57,Yes,7,2,40,2
9,59,No,7,4,59,2
4,90,Yes,9,8,76,1
1,56,Yes,4,6,31,3
7,55,Yes,7,1,44,2
7,79,No,8,4,71,1
4,78,No,5,4,59,2
3,91,Yes,9,8,69,2
8,71,Yes,9,1,63,2
5,99,No,9,0,87,1
7,83,Yes,8,3,77,1
4,48,Yes,9,3,31,3
4,66,No,8,0,47,2
8,85,No,6,9,78,1
8,91,No,4,6,86,1
2,72,Yes,9,1,48,2
2,49,No,4,8,24,3
3,56,No,9,6,39,3
3,88,No,8,6,71,1
1,88,No,5,0,60,2
3,75,No,4,8,54,2
6,56,No,4,9,45,2
8,57,No,8,8,51,2
6,91,Yes,4,1,78,1
5,62,No,6,9,48,2
4,73,Yes,8,8,59,2
3,47,Yes,4,1,28,3
4,52,No,4,1,35,3
7,62,Yes,4,7,55,2
1,96,No,8,2,69,2
7,93,Yes,5,2,87,1
1,59,No,7,6,32,3
2,61,Yes,9,9,37,3
4,86,No,4,5,66,2
1,91,No,7,6,66,2
9,62,Yes,7,5,56,2
6,80,Yes,4,8,70,1
1,74,No,4,1,48,2
1,42,Yes,9,7,17,3
6,73,No,7,5,59,2
4,72,Yes,5,3,56,2
4,85,No,7,5,66,2
6,56,Yes,5,5,41,2
7,84,No,6,9,76,1
9,58,Yes,5,2,54,2
5,69,No,9,7,57,2
9,62,Yes,8,4,62,2
4,54,No,4,9,38,3
2,98,Yes,6,3,73,1
3,96,Yes,7,1,72,1
1,53,No,5,9,28,3
6,41,Yes,6,0,28,3
6,78,Yes,8,6,67,2
1,88,No,5,9,62,2
3,57,No,9,2,36,3
5,45,No,7,2,33,3
3,98,No,7,2,74,1
3,71,Yes,5,9,52,2
3,60,Yes,8,2,38,3
5,79,Yes,4,1,62,2
5,67,No,4,5,50,2
4,66,Yes,7,9,48,2
1,41,Yes,8,2,15,3
5,72,No,7,0,51,2
5,55,Yes,4,9,37,3
4,78,Yes,7,8,59,2
6,61,No,5,5,46,2
4,95,Yes,9,5,78,1
7,82,No,5,9,74,1
7,86,No,9,8,78,1
2,52,Yes,8,1,27,3
3,95,Yes,4,9,74,1
1,41,Yes,8,8,15,3
8,53,No,8,2,46,2
9,95,No,4,2,90,0
4,77,Yes,6,2,58,2
6,80,Yes,6,0,65,2
9,67,No,7,9,65,2
6,46,Yes,6,6,36,3
9,57,Yes,5,9,52,2
4,95,No,9,6,79,1
8,80,Yes,8,1,74,1
9,94,Yes,7,5,93,0
4,75,Yes,8,3,57,2
5,80,Yes,4,6,65,2
8,75,No,6,6,69,2
6,83,No,4,3,71,1
7,43,No,7,2,31,3
3,96,No,9,6,78,1
7,69,Yes,5,8,60,2
8,63,Yes,6,3,58,2
6,59,Yes,4,5,46,2
9,85,Yes,9,6,87,1
6,95,No,6,9,81,1
9,70,Yes,8,2,69,2
4,63,Yes,5,4,46,2
8,46,No,9,0,41,2
4,65,No,6,5,50,2
2,52,No,5,4,24,3
9,93,Yes,9,6,97,0
5,47,No,8,8,35,3
4,94,Yes,8,3,82,1
2,44,Yes,4,8,24,3
1,83,No,7,5,59,2
7,52,No,4,4,42,2
6,68,No,5,1,56,2
2,59,Yes,4,0,30,3
8,53,Yes,9,7,49,2
4,71,Yes,6,5,56,2
8,99,No,9,6,98,0
7,89,Yes,4,5,79,1
5,66,Yes,7,9,54,2
8,95,Yes,9,6,93,0
9,64,Yes,9,8,63,2
5,91,No,9,4,76,1
5,43,Yes,7,0,27,3
2,60,No,9,0,35,3
5,57,No,5,8,39,3
3,78,Yes,8,4,59,2
7,54,Yes,7,1,50,2
5,92,No,5,2,77,1
8,77,Yes,7,0,70,1
1,87,No,7,5,62,2
3,91,Yes,8,5,71,1
3,63,Yes,6,2,39,3
9,47,No,5,2,41,2
5,67,Yes,7,6,51,2
9,60,No,7,0,52,2
9,55,No,4,4,49,2
1,99,Yes,9,2,76,1
2,93,No,6,4,71,1
5,55,Yes,8,3,42,2
4,74,Yes,5,5,60,2
9,56,Yes,7,8,53,2
7,48,No,9,1,40,2
6,96,Yes,5,9,85,1
7,74,Yes,8,7,70,1
1,91,No,6,1,63,2
1,68,No,4,3,42,2
8,78,No,6,8,73,1
2,57,No,4,3,35,3
9,51,Yes,5,6,48,2
7,58,Yes,6,4,49,2
6,87,Yes,6,1,75,1
1,61,Yes,6,7,35,3
1,98,No,8,9,70,1
2,95,No,5,9,71,1
6,88,Yes,4,1,74,1
6,91,No,6,2,77,1
2,54,No,5,9,30,3
1,40,No,9,6,13,3
5,41,No,8,4,26,3
5,47,No,8,9,35,3
2,61,Yes,9,2,40,2
6,64,Yes,5,1,55,2
9,41,No,4,5,37,3
2,90,No,5,9,64,2
2,48,Yes,5,0,23,3
3,48,Yes,7,7,27,3
7,52,No,8,4,42,2
6,45,No,4,4,34,3
8,69,No,7,1,63,2
8,54,Yes,9,6,50,2
6,90,No,5,4,75,1
3,92,No,9,7,74,1
3,54,No,8,4,39,3
1,89,No,7,8,63,2
7,46,No,7,4,36,3
5,97,No,4,2,84,1
4,50,No,5,1,30,3
4,79,No,4,4,60,2
4,77,Yes,7,9,61,2
6,79,Yes,7,9,70,1
8,41,Yes,4,4,32,3
8,90,No,7,5,87,1
5,87,Yes,6,1,72,1
6,78,Yes,8,4,68,2
4,49,Yes,5,0,29,3
9,83,Yes,8,2,78,1
8,56,Yes,5,2,45,2
1,46,No,7,2,20,3
2,93,Yes,4,2,66,2
9,79,No,4,7,77,1
8,78,No,7,0,72,1
3,43,Yes,5,5,26,3
8,74,No,7,5,67,2
1,90,Yes,5,0,67,2
4,86,No,7,0,68,2
3,75,No,7,2,56,2
6,70,Yes,7,7,61,2
7,64,No,4,5,50,2
4,80,No,5,3,68,2
7,52,No,9,4,47,2
9,57,No,7,9,56,2
2,60,No,8,2,40,2
3,87,No,8,5,68,2
5,40,No,4,5,26,3
3,75,No,6,5,55,2
8,89,Yes,9,8,84,1
8,47,No,4,9,40,2
8,91,Yes,6,7,85,1
9,87,Yes,4,5,85,1
4,60,No,8,1,40,2
5,82,No,7,3,68,2
5,91,Yes,5,5,74,1
8,92,Yes,7,8,90,0
7,92,Yes,8,1,82,1
9,60,No,5,5,57,2
8,66,No,6,9,61,2
2,58,No,6,9,38,3
4,62,Yes,8,9,46,2
6,90,No,5,6,80,1
2,89,No,7,7,67,2
7,90,No,8,8,84,1
3,82,No,6,4,58,2
3,74,Yes,8,8,55,2
2,79,No,7,8,57,2
8,91,No,4,6,87,1
6,90,Yes,9,1,80,1
1,81,No,9,7,54,2
1,87,Yes,9,4,64,2
7,44,Yes,4,7,33,3
8,91,No,7,1,83,1
5,80,Yes,5,6,66,2
5,47,No,8,4,33,3
4,50,Yes,7,3,31,3
6,55,Yes,4,9,40,2
6,78,No,6,5,66,2
3,86,Yes,9,4,67,2
9,63,No,9,5,64,2
7,60,No,7,8,52,2
1,91,No,9,0,68,2
7,62,No,9,0,58,2
5,88,Yes,7,5,72,1
5,77,No,7,1,65,2
2,86,Yes,4,7,65,2
4,47,No,4,6,24,3
6,46,Yes,9,5,35,3
7,41,Yes,7,3,34,3
5,69,Yes,7,8,57,2
9,52,Yes,9,6,54,2
3,62,No,5,6,42,2
1,68,No,6,4,39,3
4,77,Yes,8,0,62,2
9,76,Yes,8,1,71,1
4,59,No,9,7,42,2
2,72,Yes,8,4,52,2
5,68,Yes,4,1,54,2
3,89,No,4,4,68,2
9,54,Yes,5,7,50,2
4,62,Yes,9,3,46,2
6,81,No,4,2,68,2
2,42,Yes,9,4,19,3
6,76,No,9,6,68,2
3,95,No,7,1,74,1
9,68,No,6,0,63,2
2,84,No,6,4,60,2
9,47,Yes,9,6,47,2
5,61,No,6,7,47,2
8,92,No,6,7,87,1
2,68,Yes,8,9,45,2
6,41,No,8,8,31,3
3,80,Yes,7,0,61,2
5,88,No,5,6,73,1
8,98,No,4,9,92,0
1,89,No,4,7,65,2
5,84,No,8,5,69,2
3,40,Yes,9,9,20,3
4,83,Yes,6,3,66,2
2,59,Yes,7,6,38,3
9,91,No,5,2,81,1
3,60,No,8,1,39,3
2,76,No,9,5,53,2
9,47,Yes,7,1,44,2
7,66,No,9,5,58,2
6,86,Yes,7,9,79,1
1,98,Yes,8,2,75,1
5,74,Yes,7,1,59,2
3,45,No,6,7,23,3
1,99,No,7,3,74,1
4,84,No,5,3,65,2
2,83,No,7,6,60,2
2,58,Yes,4,7,32,3
3,57,Yes,7,8,38,3
8,95,No,9,9,91,0
8,40,No,8,7,34,3
7,64,No,4,3,46,2
6,66,Yes,8,1,55,2
9,46,No,9,9,43,2
4,83,Yes,5,4,67,2
1,81,Yes,6,6,56,2
8,68,Yes,5,1,58,2
7,70,Yes,4,3,60,2
7,83,Yes,9,5,77,1
3,82,Yes,9,7,69,2
4,75,Yes,6,9,60,2
9,58,No,7,5,52,2
6,45,No,4,5,36,3
5,64,No,6,5,49,2
3,70,Yes,8,3,50,2
9,48,Yes,6,2,48,2
5,59,No,8,0,43,2
5,49,Yes,8,1,34,3
4,76,Yes,9,1,57,2
4,66,Yes,6,9,50,2
1,52,Yes,9,6,28,3
7,80,Yes,9,5,72,1
9,41,Yes,5,7,38,3
3,89,Yes,5,8,68,2
2,60,Yes,9,4,41,2
3,72,Yes,9,2,53,2
1,63,Yes,8,3,36,3
6,92,Yes,9,7,80,1
7,83,Yes,4,2,73,1
2,81,No,6,1,59,2
8,73,Yes,4,6,67,2
6,99,Yes,5,3,91,0
4,48,No,4,7,34,3
5,41,No,7,0,23,3
8,94,No,7,7,86,1
3,95,Yes,5,4,73,1
3,69,Yes,4,1,49,2
4,61,No,6,0,43,2
1,85,No,5,5,61,2
9,50,No,7,8,45,2
8,94,Yes,5,8,85,1
8,82,Yes,4,8,75,1
6,56,No,4,3,44,2
7,75,Yes,4,5,66,2
6,52,Yes,8,9,45,2
9,46,No,4,5,40,2
3,55,No,9,4,38,3
3,72,No,7,1,50,2
3,84,Yes,7,6,67,2
3,40,Yes,8,0,21,3
9,50,Yes,7,5,51,2
4,45,Yes,7,4,25,3
7,59,Yes,5,4,53,2
9,74,No,4,7,71,1
7,83,Yes,9,8,77,1
9,76,Yes,9,6,75,1
3,80,No,5,9,60,2
4,65,No,9,7,49,2
8,97,No,5,1,87,1
6,51,No,9,1,40,2
5,69,Yes,7,7,56,2
4,67,Yes,6,5,49,2
8,66,No,4,7,59,2
1,81,Yes,6,8,59,2
9,58,No,7,8,54,2
1,44,Yes,8,5,17,3
8,97,Yes,5,7,90,0
4,44,Yes,9,1,23,3
9,80,No,9,7,82,1
5,66,No,7,2,49,2
3,67,Yes,9,0,50,2
9,65,Yes,7,6,60,2
9,66,No,6,0,60,2
4,91,No,8,0,74,1
4,88,Yes,5,0,71,1
8,81,Yes,9,3,77,1
2,60,No,8,3,34,3
9,40,Yes,8,9,39,3
6,93,No,8,5,85,1
9,67,No,4,9,64,2
8,87,Yes,8,2,87,1
7,97,Yes,7,9,91,0
1,97,Yes,4,5,73,1
3,54,No,4,6,34,3
2,94,No,8,0,70,1
5,56,No,9,5,42,2
5,65,Yes,9,9,55,2
5,59,Yes,9,0,45,2
4,64,No,9,6,49,2
5,52,No,7,9,37,3
3,72,Yes,9,4,55,2
1,64,No,5,9,38,3
5,47,Yes,8,3,35,3
9,44,Yes,4,0,41,2
9,45,No,5,8,43,2
4,62,No,9,6,46,2
3,91,No,5,1,69,2
1,69,No,4,3,37,3
2,53,No,9,3,31,3
8,93,Yes,5,7,90,0
1,62,No,7,1,33,3
8,50,Yes,7,4,44,2
7,70,No,8,9,62,2
8,45,No,8,7,41,2
6,50,No,5,5,38,3
9,52,No,4,3,45,2
3,51,No,7,4,34,3
4,93,No,6,1,72,1
6,41,Yes,8,4,29,3
8,92,No,7,2,83,1
5,74,No,9,2,61,2
3,94,No,5,6,75,1
6,75,No,7,2,63,2
4,56,Yes,7,3,36,3
9,67,Yes,5,6,62,2
3,67,Yes,8,2,49,2
4,61,Yes,8,9,46,2
7,77,Yes,6,9,69,2
7,46,Yes,6,1,35,3
4,54,No,8,9,38,3
6,71,No,8,6,62,2
3,50,Yes,8,4,30,3
6,63,No,8,0,52,2
2,42,No,7,9,16,3
8,69,No,6,7,66,2
2,45,No,5,2,20,3
7,97,No,4,6,86,1
9,41,Yes,5,5,38,3
1,53,Yes,9,9,30,3
8,80,Yes,4,5,71,1
7,57,Yes,7,7,49,2
6,90,Yes,9,3,79,1
6,83,Yes,6,3,69,2
6,70,No,4,2,56,2
9,52,Yes,8,0,47,2
2,65,No,9,9,41,2
1,83,No,7,2,58,2
6,51,Yes,4,0,38,3
8,57,Yes,8,5,52,2
3,48,Yes,9,7,25,3
1,88,No,7,2,62,2
9,60,Yes,9,3,60,2
1,87,Yes,4,4,63,2
3,88,Yes,8,6,72,1
8,92,No,6,5,84,1
3,95,Yes,7,1,74,1
4,79,Yes,4,6,61,2
8,82,No,8,7,77,1
1,63,No,6,0,36,3
6,73,No,9,5,65,2
1,47,Yes,8,8,23,3
1,83,Yes,6,6,60,2
8,92,No,4,4,83,1
4,72,Yes,8,9,56,2
1,62,No,8,9,37,3
7,52,No,5,8,43,2
5,93,No,7,1,76,1
5,92,No,8,6,83,1
1,88,No,6,8,63,2
6,53,Yes,7,1,39,3
9,53,Yes,4,9,48,2
9,55,Yes,7,5,53,2
8,88,Yes,5,8,84,1
5,77,No,4,2,63,2
1,97,Yes,8,7,73,1
9,99,No,9,4,99,0
1,78,No,4,6,52,2
8,65,Yes,4,2,58,2
5,65,Yes,5,7,50,2
3,40,No,6,1,18,3
7,71,Yes,4,7,62,2
7,96,Yes,6,1,87,1
9,54,Yes,7,6,53,2
7,91,Yes,9,1,87,1
3,60,No,5,6,37,3
1,57,No,8,0,31,3
8,69,Yes,4,5,63,2
3,99,No,9,9,81,1
8,97,No,9,6,95,0
8,52,Yes,6,3,45,2
5,63,Yes,4,0,48,2
1,69,No,9,5,47,2
7,41,No,5,3,31,3
5,58,No,8,2,43,2
8,86,Yes,7,3,82,1
9,83,No,7,5,80,1
7,86,No,6,4,76,1
7,64,Yes,9,1,57,2
1,89,No,7,1,64,2
4,53,Yes,6,2,35,3
2,45,Yes,8,5,24,3
2,51,No,4,0,30,3
2,59,Yes,5,6,38,3
4,62,Yes,8,7,45,2
1,69,No,8,6,44,2
4,69,Yes,7,2,53,2
2,77,No,7,5,53,2
5,97,Yes,5,3,84,1
3,69,Yes,4,4,47,2
8,80,No,8,2,76,1
4,69,No,9,4,57,2
1,96,No,7,5,71,1
1,97,Yes,8,7,74,1
3,75,No,4,5,54,2
9,88,Yes,6,8,84,1
7,73,No,4,9,62,2
2,55,Yes,8,9,35,3
9,63,No,8,9,62,2
2,53,Yes,5,9,30,3
3,65,No,8,3,47,2
2,47,Yes,7,1,25,3
3,53,Yes,9,8,40,2
6,70,Yes,5,2,56,2
9,41,Yes,8,6,38,3
9,87,No,4,3,86,1
7,43,Yes,8,0,38,3
3,40,No,4,7,17,3
4,94,Yes,4,3,75,1
6,59,No,8,5,48,2
5,98,Yes,4,6,87,1
2,53,Yes,9,7,32,3
6,79,No,6,9,68,2
3,64,No,5,1,42,2
8,99,Yes,8,8,96,0
2,64,No,6,9,42,2
1,42,No,4,2,18,3
9,44,No,4,0,41,2
3,77,Yes,5,1,54,2
1,93,No,6,7,67,2
7,65,Yes,6,9,57,2
5,79,No,8,5,65,2
5,77,No,4,0,62,2
1,77,Yes,7,8,56,2
9,43,No,8,6,39,3
7,46,No,8,9,38,3
8,69,No,8,2,65,2
9,69,No,5,6,68,2
6,95,No,5,5,82,1
5,58,No,8,2,44,2
6,78,No,9,7,67,2
2,74,Yes,7,0,53,2
4,79,Yes,6,4,61,2
3,72,Yes,6,7,53,2
7,72,Yes,4,2,61,2
9,53,Yes,6,9,49,2
5,77,No,6,5,61,2
6,49,Yes,7,9,38,3
2,96,Yes,6,1,76,1
3,67,No,7,8,47,2
3,53,Yes,5,1,32,3
9,75,No,7,4,71,1
7,77,No,5,2,69,2
8,55,Yes,7,9,53,2
9,99,Yes,8,8,100,0
6,60,No,9,8,49,2
4,67,No,5,6,48,2
1,72,Yes,5,9,45,2
8,45,No,6,4,40,2
7,80,Yes,5,8,71,1
2,54,Yes,7,6,34,3
8,83,Yes,8,1,76,1
5,42,Yes,8,9,29,3
7,82,No,6,0,71,1
4,86,No,7,9,69,2
5,74,Yes,7,9,58,2
8,53,Yes,4,3,43,2
1,41,No,5,9,17,3
1,68,No,6,7,41,2
4,43,No,8,5,27,3
3,65,No,9,1,45,2
2,90,No,4,4,65,2
3,51,Yes,7,8,31,3
1,41,Yes,5,5,14,3
1,56,Yes,8,5,33,3
6,74,Yes,4,6,60,2
5,49,No,7,4,34,3
8,87,No,8,2,82,1
2,61,Yes,8,2,40,2
4,80,Yes,7,4,66,2
8,82,No,7,3,76,1
6,60,Yes,6,4,46,2
1,54,Yes,8,8,31,3
4,74,No,7,4,57,2
1,87,No,9,3,65,2
2,60,No,9,3,38,3
5,60,Yes,4,0,46,2
8,60,No,5,9,53,2
8,99,No,9,3,97,0
3,83,Yes,6,3,63,2
4,71,No,7,8,55,2
6,94,Yes,5,3,79,1
3,44,Yes,6,6,26,3
2,78,Yes,8,0,55,2
6,48,Yes,5,6,37,3
5,92,No,9,1,78,1
5,57,Yes,6,7,45,2
5,60,No,7,0,45,2
5,47,No,7,9,34,3
3,83,No,6,2,66,2
7,91,No,8,7,79,1
6,73,No,9,9,63,2
4,49,Yes,6,7,32,3
2,90,No,4,4,64,2
9,80,Yes,6,4,78,1
1,96,Yes,6,7,69,2
4,63,Yes,9,9,46,2
1,79,No,7,4,54,2
6,63,No,8,8,51,2
4,95,No,6,0,78,1
5,71,No,5,4,54,2
5,95,Yes,7,2,80,1
9,72,No,7,2,67,2
